_id,id_number,movieID,imdbID,title,poster,trailer,posterError,posterErrorDetails,youtubeError,youtubeErrorDetails,youtubeSuggestion
5a847385f2f7a3ed4b7330bd,560,1025,2872,The Sword in the Stone,http://content6.flixster.com/movie/25/07/250724_det.jpg,https://www.youtube.com/watch?v=ThOtoGV6ylU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=KnL0rYFKuL4
5a847385f2f7a3ed4b7330bf,562,1028,7714,Mary Poppins,http://content6.flixster.com/movie/62/99/53/6299532_det.jpg,https://www.youtube.com/watch?v=cXMvCTLIaqM,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=kvt41MIelDE
5a847385f2f7a3ed4b7330c4,567,1033,2139,The Fox and the Hound,http://content8.flixster.com/movie/10/84/96/10849638_det.jpg,https://www.youtube.com/watch?v=LhV6BBvt8Vs,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=XFwPyqQy9K0
5a847385f2f7a3ed4b733116,649,1198,21803,Indiana Jones and the Raiders of the Lost Ark,"https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SY1000_CR0,0,664,1000_AL_.jpg",https://www.youtube.com/watch?v=X4DOyCPRlx0,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847385f2f7a3ed4b7330ea,605,1096,2141,Sophie's Choice,http://content6.flixster.com/movie/10/88/09/10880940_det.jpg,https://www.youtube.com/watch?v=eiud6lixkE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=STPJVf6wqCk
5a847385f2f7a3ed4b7330b7,554,1018,767,That Darn Cat,http://content6.flixster.com/movie/10/86/44/10864404_det.jpg,https://www.youtube.com/watch?v=7QRxHo7qbqU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=QfqVYCRdtdc
5a847385f2f7a3ed4b733100,627,1150,1053,Le retour de Martin Guerre,http://content9.flixster.com/movie/29/94/299491_det.jpg,https://www.youtube.com/watch?v=0OdgNq09RxI4,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=OdgNq09RxI4
5a847385f2f7a3ed4b73311a,653,1202,756,"Withnail & I""",",http://content6.flixster.com/movie/28/74/287404_det.jpg""",https://www.youtube.com/watch?v=xT5qhPoRS9g,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=d9Z0DV33gAY
5a847385f2f7a3ed4b733122,661,1211,1994,Der Himmel ?ber Berlin,http://content9.flixster.com/movie/25/46/254691_det.jpg,https://www.youtube.com/watch?v=18gU7pY0P-Q,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=ExLp629W9No
5a847385f2f7a3ed4b733132,677,1227,2166,Once Upon a Time in America,http://content7.flixster.com/movie/10/91/75/10917577_det.jpg,https://www.youtube.com/watch?v=mzhX2PD6Srw,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=LcpCRyNo8T8
5a847385f2f7a3ed4b733144,695,1249,5124,Nikita,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMjgwNjE0MV5BMl5BanBnXkFtZTYwNTM3Njk5._V1_UY268_CR5,0,182,268_AL_.jpg",https://www.youtube.com/watch?v=0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=ySr1u6jguHQ
5a847385f2f7a3ed4b73314c,703,1257,3085,Better Off Dead...,http://content7.flixster.com/movie/10/84/19/10841913_det.jpg,https://www.youtube.com/watch?v=DWTouGjZt6A,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=d8r6X-aDsJM
5a847385f2f7a3ed4b733152,709,1263,5457,The Deer Hunter,http://content6.flixster.com/movie/26/75/267592_det.jpg,https://www.youtube.com/watch?v=vw-Tyr6Rb6I,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=3Gqit3zVmyc
5a847385f2f7a3ed4b733170,739,1293,5140,Gandhi,http://content9.flixster.com/movie/10/85/69/10856927_det.jpg,https://www.youtube.com/watch?v=6oWqlb_TlLQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=4pENM42-QB8
5a847385f2f7a3ed4b73317a,749,1304,8880,Butch Cassidy and the Sundance Kid,http://content6.flixster.com/movie/10/93/10/10931056_det.jpg,https://www.youtube.com/watch?v=oy90GXekPKU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=YdJW2UxvSFQ
5a847385f2f7a3ed4b7331b6,809,1416,2687,Evita,http://content9.flixster.com/movie/25/44/254419_det.jpg,https://www.youtube.com/watch?v=RTf4sS3O6p8,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=fMZ42xGClEA
5a847385f2f7a3ed4b7331e8,859,1588,2116,George of the Jungle,http://content9.flixster.com/movie/25/63/256399_det.jpg,https://www.youtube.com/watch?v=62fugV7ZEDY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=PP9VGoP8xnI
5a847385f2f7a3ed4b733228,923,1734,1132,Ma vie en rose,http://content8.flixster.com/movie/10/12/04/10120494_det.jpg,https://www.youtube.com/watch?v=YveiRUDst6I,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=sue1FtD3-tg
5a847385f2f7a3ed4b73322c,927,1752,1045,Friday Night Lights A Hard Rain's Gonna Fall,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzEwNjEzOTc3Nl5BMl5BanBnXkFtZTgwNjQzNzg0MjE@._V1_UY268_CR87,0,182,268_AL_.jpg",https://www.youtube.com/watch?v=0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=O-mI9GajrBc
5a847385f2f7a3ed4b73323a,941,1797,1174,Everest,http://content6.flixster.com/movie/28/60/286012_det.jpg,https://www.youtube.com/watch?v=zO1tJPxcnU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=5ZQVpPiOji0
5a847385f2f7a3ed4b733252,965,1889,869,Insomnia,http://content6.flixster.com/movie/27/69/276996_det.jpg,https://www.youtube.com/watch?v=1OY5J11CWrE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=brHA3CF4_Mw
5a847385f2f7a3ed4b73326b,990,1949,1159,A Man for All Seasons,http://content6.flixster.com/movie/25/08/250892_det.jpg,https://www.youtube.com/watch?v=I4ypQ1Rkgd8,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=dxfpXoXBYRA
5a847386f2f7a3ed4b7332f9,1127,2160,3795,Rosemary's Baby,https://m.media-amazon.com/images/M/MV5BMjE3NzE4NzkyNl5BMl5BanBnXkFtZTgwNTYyODgwNzE@._V1_.jpg,https://www.youtube.com/watch?v=NoXLXMbOgiU,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847386f2f7a3ed4b7332b8,1062,2070,1077,Tender Mercies,http://content6.flixster.com/movie/26/62/266228_det.jpg,https://www.youtube.com/watch?v=YkRvzcektB0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=YEnj-xU19uQ
5a847386f2f7a3ed4b7332bc,1066,2078,4432,The Jungle Book,http://content7.flixster.com/movie/25/07/250701_det.jpg,https://www.youtube.com/watch?v=ker49kN5Agk,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=5mkm22yO-bs
5a847386f2f7a3ed4b7332d2,1088,2108,4157,L.A. Story,http://content8.flixster.com/movie/26/57/265702_det.jpg,https://www.youtube.com/watch?v=F9nQyDBbExQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=0eCSmfP4g2c
5a847386f2f7a3ed4b733322,1168,2288,4247,The Thing,"https://m.media-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY1000_CR0,0,660,1000_AL_.jpg",https://www.youtube.com/watch?v=p35JDJLa9ec,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847386f2f7a3ed4b733323,1169,2289,4712,The Player,"https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_SY1000_CR0,0,675,1000_AL_.jpg",https://www.youtube.com/watch?v=HpDDTS08wPs,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847386f2f7a3ed4b7332ed,1115,2140,4158,The Dark Crystal,http://content8.flixster.com/movie/25/47/254714_det.jpg,https://www.youtube.com/watch?v=mL50f0tGnKs,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=wW23YcaBHUg
5a847386f2f7a3ed4b7332f8,1126,2159,959,Henry: Portrait of a Serial Killer,http://content7.flixster.com/movie/11/14/63/11146381_det.jpg,https://www.youtube.com/watch?v=OHVHqOoQf5k,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=IU3P6WXzvXU
5a847386f2f7a3ed4b7332f6,1124,2151,832,The Gods Must Be Crazy II,http://content7.flixster.com/movie/10/90/47/10904733_det.jpg,https://www.youtube.com/watch?v=XMlTZHg9Z6o,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=UVMMbNBJy-M
5a847386f2f7a3ed4b7332f5,1123,2150,4760,The Gods Must Be Crazy,http://content7.flixster.com/movie/11/15/34/11153477_det.jpg,https://www.youtube.com/watch?v=GorHLQ-jLRQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=ETnXbF884S0
5a847386f2f7a3ed4b733301,1135,2183,1244,The Man Who Knew Too Much,http://content8.flixster.com/movie/10/92/45/10924554_det.gif,https://www.youtube.com/watch?v=Ft2smpFxJgY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=YP8brOVQnKA
5a847386f2f7a3ed4b73330b,1145,2212,726,The Man Who Knew Too Much,http://content8.flixster.com/movie/10/92/45/10924554_det.gif,https://www.youtube.com/watch?v=Ft2smpFxJgY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=YP8brOVQnKA
5a847386f2f7a3ed4b73330e,1148,2236,1064,Simon Birch,http://content7.flixster.com/movie/25/50/255097_det.jpg,https://www.youtube.com/watch?v=8qEgAxV1wpQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=AGU8cOHxSxo
5a847386f2f7a3ed4b733315,1155,2252,990,Heroes,http://content8.flixster.com/movie/10/85/26/10852618_det.jpg,https://www.youtube.com/watch?v=0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=9AX6aXFdTkc
5a847386f2f7a3ed4b733321,1167,2287,924,Ils,http://content8.flixster.com/movie/10/91/34/10913458_det.jpg,https://www.youtube.com/watch?v=yFTbcDRkG1o,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=_fk_b-hKpHc
5a847386f2f7a3ed4b73333e,1196,2337,772,Velvet Goldmine,http://content9.flixster.com/movie/69/65/48/6965487_det.jpg,https://www.youtube.com/watch?v=MeCGri4Ahgk,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=FRY9K78uDRs
5a847386f2f7a3ed4b733345,1203,2352,3854,The Big Chill,http://content7.flixster.com/movie/26/86/268601_det.jpg,https://www.youtube.com/watch?v=O19k-YtwXTg,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=Ua-MspPHTtI
5a847386f2f7a3ed4b7333ce,1339,2622,2114,A Midsummer Night's Dream,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_.jpg,https://www.youtube.com/watch?v=QYknOe7OluE,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847386f2f7a3ed4b733391,1279,2468,1831,Jumpin' Jack Flash,http://content6.flixster.com/movie/26/81/268196_det.jpg,https://www.youtube.com/watch?v=CmOhsMEnGOQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=ioV8Pucgpl0
5a847386f2f7a3ed4b733399,1287,2485,2958,She's All That,http://content9.flixster.com/movie/25/70/257015_det.jpg,https://www.youtube.com/watch?v=aSh6LSRGQLE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=kI9fYsgduGE
5a847386f2f7a3ed4b7333a5,1299,2520,931,Airport,http://content8.flixster.com/movie/25/28/252814_det.jpg,https://www.youtube.com/watch?v=PACKbKt8MOw,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=THAz4TRDCdk
5a847386f2f7a3ed4b7333b7,1317,2560,893,Ravenous,http://content6.flixster.com/movie/27/15/271516_det.jpg,https://www.youtube.com/watch?v=TqhoGTEEsuw,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=o3abQ2oRBzo
5a847386f2f7a3ed4b733413,1408,2789,758,Damien: Omen II,https://m.media-amazon.com/images/M/MV5BNGQxOTk0ZjItNGVjNC00YmFkLWFlNmMtN2I1NTI2NzczM2E3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/watch?v=Az86iKhWAjk,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847386f2f7a3ed4b7333e1,1358,2683,13335,Austin Powers: The Spy Who Shagged Me,http://content9.flixster.com/movie/10/86/89/10868999_det.jpg,https://www.youtube.com/watch?v=tZCkksmJ0YI,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=LGVjoLlgHbM
5a847386f2f7a3ed4b733412,1407,2788,2997,And Now for Something Completely Different,http://content6.flixster.com/movie/10/93/78/10937840_det.jpg,https://www.youtube.com/watch?v=IDtepG8EvHE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=dlCbFu5dpc8
5a847386f2f7a3ed4b733417,1412,2794,1864,European Vacation,http://content9.flixster.com/movie/25/78/257823_det.jpg,https://www.youtube.com/watch?v=KoyUkNGWtNA,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=vbF_7TiG5bg
5a847386f2f7a3ed4b733419,1414,2796,825,Funny Farm,http://content9.flixster.com/movie/10/95/43/10954319_det.jpg,https://www.youtube.com/watch?v=l4iw_hfBQqM,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=UVzkcK0yhUc
5a847386f2f7a3ed4b733497,1540,3099,854,Shampoo,http://content6.flixster.com/movie/27/21/272120_det.jpg,https://www.youtube.com/watch?v=bmma2EfdXA8,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=rJllau4-qd0
5a847386f2f7a3ed4b7334ba,1575,3181,803,Titus,http://content7.flixster.com/movie/26/90/269029_det.jpg,https://www.youtube.com/watch?v=-snslXbUv7I,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=OvZRvKf78yY
5a847386f2f7a3ed4b7334c3,1584,3204,808,The Boys from Brazil,http://content7.flixster.com/movie/10/90/11/10901117_det.jpg,https://www.youtube.com/watch?v=RhpqqNZMx50,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=UJZiNhLnMzM
